,slice_file_name,fsID,start,end,salience,fold,classID,class
586,109233-3-0-6.wav,109233,18.452385999999997,22.452385999999997,1,6,3,dog_bark
599,109711-3-1-0.wav,109711,3.332443,5.69896,1,4,3,dog_bark
600,109711-3-2-4.wav,109711,14.001624,18.001624,1,4,3,dog_bark
601,109711-3-2-6.wav,109711,15.001624,19.001624,1,4,3,dog_bark
602,110134-3-0-0.wav,110134,0.0,1.130113,1,8,3,dog_bark
603,110371-3-0-1.wav,110371,0.790852,4.790852,1,5,3,dog_bark
604,110371-3-1-0.wav,110371,15.269745,19.269745,1,5,3,dog_bark
605,110371-3-1-1.wav,110371,15.769745,19.769745,1,5,3,dog_bark
606,110389-3-0-0.wav,110389,0.0,0.552041,1,9,3,dog_bark
612,110688-3-0-11.wav,110688,5.5,9.5,2,8,3,dog_bark
613,110688-3-0-17.wav,110688,8.5,12.5,2,8,3,dog_bark
614,110688-3-0-2.wav,110688,1.0,5.0,2,8,3,dog_bark
615,110688-3-0-32.wav,110688,16.0,20.0,2,8,3,dog_bark
622,110918-3-0-1.wav,110918,0.5,4.5,1,7,3,dog_bark
623,110918-3-0-26.wav,110918,13.0,17.0,1,7,3,dog_bark
624,110918-3-0-40.wav,110918,20.0,24.0,1,7,3,dog_bark
625,110918-3-0-9.wav,110918,4.5,8.5,1,7,3,dog_bark
676,112195-3-0-38.wav,112195,19.0,23.0,1,2,3,dog_bark
677,112195-3-0-48.wav,112195,24.0,28.0,1,2,3,dog_bark
678,112195-3-0-57.wav,112195,28.5,32.5,1,2,3,dog_bark
679,112195-3-0-80.wav,112195,40.0,44.0,1,2,3,dog_bark
760,113785-3-0-0.wav,113785,0.25957199999999997,0.703092,1,2,3,dog_bark
761,113785-3-1-0.wav,113785,0.9912780000000001,1.592177,1,2,3,dog_bark
762,114280-3-0-0.wav,114280,0.0,4.0,1,8,3,dog_bark
763,114280-3-0-1.wav,114280,0.5,4.5,1,8,3,dog_bark
764,114587-3-0-2.wav,114587,2.467612,6.467612,1,1,3,dog_bark
765,114587-3-0-4.wav,114587,3.4676120000000004,7.467612,1,1,3,dog_bark
766,114587-3-0-5.wav,114587,3.9676120000000004,7.967612,1,1,3,dog_bark
767,114587-3-0-7.wav,114587,4.967612,8.967611999999997,1,1,3,dog_bark
799,115411-3-0-0.wav,115411,4.352579,5.374102,2,7,3,dog_bark
800,115411-3-2-0.wav,115411,15.322853,18.9426,2,7,3,dog_bark
801,115411-3-3-0.wav,115411,23.161935999999997,27.161935999999997,2,7,3,dog_bark
814,115535-3-0-0.wav,115535,0.0,0.490667,1,4,3,dog_bark
815,115536-3-0-0.wav,115536,0.0,2.964396,1,3,3,dog_bark
816,115537-3-0-0.wav,115537,1.665407,2.340997,1,2,3,dog_bark
817,116163-3-0-0.wav,116163,0.764195,1.036249,2,5,3,dog_bark
818,116163-3-1-0.wav,116163,1.351097,1.7576490000000002,2,5,3,dog_bark
819,116163-3-2-0.wav,116163,2.1397470000000003,3.2585290000000002,1,5,3,dog_bark
820,116400-3-0-2.wav,116400,1.0,5.0,1,3,3,dog_bark
821,116400-3-1-0.wav,116400,12.269801,16.269801,1,3,3,dog_bark
822,116400-3-1-1.wav,116400,12.769801,16.769801,1,3,3,dog_bark
823,116400-3-1-2.wav,116400,13.269801000000001,17.269801,1,3,3,dog_bark
829,116483-3-0-1.wav,116483,0.5,4.5,1,9,3,dog_bark
830,116483-3-0-2.wav,116483,1.0,5.0,1,9,3,dog_bark
831,116483-3-1-0.wav,116483,17.555332999999997,21.555332999999997,1,9,3,dog_bark
832,116483-3-1-2.wav,116483,18.555332999999997,22.555332999999997,1,9,3,dog_bark
833,116484-3-0-12.wav,116484,6.0,10.0,1,4,3,dog_bark
834,116484-3-0-16.wav,116484,8.0,12.0,1,4,3,dog_bark
835,116484-3-0-6.wav,116484,3.0,7.0,1,4,3,dog_bark
836,116484-3-0-8.wav,116484,4.0,8.0,1,4,3,dog_bark
837,116485-3-0-4.wav,116485,2.0,6.0,1,7,3,dog_bark
838,116485-3-0-6.wav,116485,3.0,7.0,1,7,3,dog_bark
839,116485-3-2-0.wav,116485,27.595083000000002,31.595083000000002,1,7,3,dog_bark
840,116485-3-2-4.wav,116485,29.595083000000002,33.595083,1,7,3,dog_bark
841,117048-3-0-17.wav,117048,8.5,12.5,1,3,3,dog_bark
842,117048-3-0-23.wav,117048,11.5,15.5,1,3,3,dog_bark
843,117048-3-0-25.wav,117048,12.5,16.5,1,3,3,dog_bark
844,117048-3-0-35.wav,117048,17.5,21.5,1,3,3,dog_bark
845,117072-3-0-11.wav,117072,6.828188000000001,10.828188,1,3,3,dog_bark
846,117072-3-0-14.wav,117072,8.328188,12.328188,1,3,3,dog_bark
847,117072-3-0-19.wav,117072,10.828188,14.828188,1,3,3,dog_bark
848,117072-3-0-8.wav,117072,5.328188,9.328188,1,3,3,dog_bark
862,11722-3-0-0.wav,11722,0.08734299999999999,1.345883,1,10,3,dog_bark
863,11722-3-1-0.wav,11722,2.02081,2.4595119999999997,1,10,3,dog_bark
864,117271-3-0-0.wav,117271,0.0,4.0,1,6,3,dog_bark
865,117271-3-0-1.wav,117271,0.5,4.5,1,6,3,dog_bark
866,117271-3-0-2.wav,117271,1.0,5.0,1,6,3,dog_bark
867,117271-3-0-3.wav,117271,1.5,5.5,1,6,3,dog_bark
876,118072-3-0-0.wav,118072,0.0,1.066667,1,6,3,dog_bark
877,118101-3-0-0.wav,118101,1.0428709999999999,5.042871,1,1,3,dog_bark
878,118101-3-0-3.wav,118101,2.542871,6.542871,1,1,3,dog_bark
879,118101-3-0-4.wav,118101,3.042871,7.042871000000001,1,1,3,dog_bark
880,118101-3-0-6.wav,118101,4.042871,8.042871,1,1,3,dog_bark
931,118587-3-0-2.wav,118587,1.0,5.0,1,7,3,dog_bark
932,118587-3-0-21.wav,118587,10.5,14.5,1,7,3,dog_bark
933,118587-3-0-6.wav,118587,3.0,7.0,1,7,3,dog_bark
935,118961-3-0-0.wav,118961,0.0,0.770312,1,3,3,dog_bark
936,118962-3-0-0.wav,118962,0.0,2.129854,1,2,3,dog_bark
937,118963-3-0-0.wav,118963,0.0,0.519479,1,1,3,dog_bark
938,118964-3-0-0.wav,118964,0.0,1.103896,1,4,3,dog_bark
942,119420-3-0-0.wav,119420,0.18220699999999998,3.17482,1,9,3,dog_bark
943,119420-3-1-0.wav,119420,4.9195910000000005,6.752704,1,9,3,dog_bark
995,121888-3-0-0.wav,121888,0.0,0.749977,1,4,3,dog_bark
996,122199-3-1-1.wav,122199,15.147059,19.147059,2,8,3,dog_bark
997,122199-3-1-2.wav,122199,15.647059,19.647059,2,8,3,dog_bark
998,122199-3-1-3.wav,122199,16.147059,20.147059,2,8,3,dog_bark
999,122199-3-1-6.wav,122199,17.647059,21.647059,2,8,3,dog_bark
1084,125523-3-0-1.wav,125523,0.5,4.5,1,3,3,dog_bark
1085,125523-3-0-11.wav,125523,5.5,9.5,1,3,3,dog_bark
1086,125523-3-0-3.wav,125523,1.5,5.5,1,3,3,dog_bark
1087,125554-3-0-0.wav,125554,0.572068,2.2208419999999998,1,6,3,dog_bark
1088,125574-3-0-0.wav,125574,0.0,1.45068,1,6,3,dog_bark
1134,125791-3-0-12.wav,125791,6.0,10.0,1,1,3,dog_bark
1135,125791-3-0-13.wav,125791,6.5,10.5,1,1,3,dog_bark
1136,125791-3-0-15.wav,125791,7.5,11.5,1,1,3,dog_bark
1137,125791-3-0-9.wav,125791,4.5,8.5,1,1,3,dog_bark
1145,12647-3-0-0.wav,12647,0.7121149999999999,1.4437389999999999,1,3,3,dog_bark
1146,12647-3-1-0.wav,12647,1.9022240000000001,3.102089,1,3,3,dog_bark
1147,12647-3-2-0.wav,12647,5.2384319999999995,6.438297,1,3,3,dog_bark
1148,12647-3-3-0.wav,12647,6.6821720000000004,10.682172,1,3,3,dog_bark
1149,126521-3-0-12.wav,126521,8.321995,12.321995,2,5,3,dog_bark
1150,126521-3-0-17.wav,126521,10.821995,14.821995000000001,2,5,3,dog_bark
1151,126521-3-0-18.wav,126521,11.321995,15.321995000000001,2,5,3,dog_bark
1152,126521-3-0-2.wav,126521,3.321995,7.3219949999999985,2,5,3,dog_bark
1171,128030-3-0-0.wav,128030,0.6729510000000001,1.359227,1,3,3,dog_bark
1172,128030-3-1-0.wav,128030,3.851144,4.430814,1,3,3,dog_bark
1173,128030-3-2-0.wav,128030,6.562935,7.08264,1,3,3,dog_bark
1199,128240-3-0-1.wav,128240,0.5,4.5,1,10,3,dog_bark
1200,128240-3-0-20.wav,128240,10.0,14.0,1,10,3,dog_bark
1201,128240-3-0-39.wav,128240,19.5,23.5,1,10,3,dog_bark
1202,128240-3-0-42.wav,128240,21.0,25.0,1,10,3,dog_bark
1212,128470-3-0-0.wav,128470,1.711988,5.711988,1,10,3,dog_bark
1213,128470-3-0-1.wav,128470,2.2119880000000003,6.211988,1,10,3,dog_bark
1214,128470-3-0-5.wav,128470,4.211988,8.211988,1,10,3,dog_bark
1215,128470-3-0-8.wav,128470,5.711988,9.711988,1,10,3,dog_bark
1225,128891-3-0-2.wav,128891,1.0,5.0,1,6,3,dog_bark
1226,128891-3-0-4.wav,128891,2.0,6.0,1,6,3,dog_bark
1227,128891-3-0-5.wav,128891,2.5,6.5,1,6,3,dog_bark
1243,130030-3-0-0.wav,130030,0.0,2.594667,1,1,3,dog_bark
1261,131199-3-0-0.wav,131199,0.696078,0.990196,1,5,3,dog_bark
1494,13577-3-0-0.wav,13577,2.313777,6.313777,2,5,3,dog_bark
1495,13577-3-0-2.wav,13577,3.3137769999999995,7.313777,2,5,3,dog_bark
1496,13577-3-5-0.wav,13577,54.781414,58.781414,2,5,3,dog_bark
1536,137803-3-0-0.wav,137803,0.0,4.0,1,9,3,dog_bark
1537,137803-3-0-1.wav,137803,0.5,4.5,1,9,3,dog_bark
1538,137803-3-0-2.wav,137803,1.0,5.0,1,9,3,dog_bark
1564,138015-3-0-1.wav,138015,0.5,4.5,1,1,3,dog_bark
1565,138015-3-0-5.wav,138015,2.5,6.5,1,1,3,dog_bark
1566,138015-3-0-7.wav,138015,3.5,7.5,1,1,3,dog_bark
1598,139948-3-0-0.wav,139948,1.0662040000000002,4.182799,2,5,3,dog_bark
1599,139948-3-1-0.wav,139948,5.946136,8.939708,2,5,3,dog_bark
1600,139948-3-2-0.wav,139948,13.081499,14.39375,2,5,3,dog_bark
1601,139948-3-4-0.wav,139948,28.131373999999997,29.361609,2,5,3,dog_bark
1637,142641-3-0-0.wav,142641,1.779107,2.162404,1,10,3,dog_bark
1643,14358-3-0-26.wav,14358,13.0,17.0,2,6,3,dog_bark
1644,14358-3-0-7.wav,14358,3.5,7.5,2,6,3,dog_bark
1645,14358-3-0-85.wav,14358,42.5,46.5,2,6,3,dog_bark
1646,14358-3-0-90.wav,14358,45.0,49.0,2,6,3,dog_bark
1712,144028-3-0-0.wav,144028,0.0,1.799509,1,8,3,dog_bark
1713,144028-3-1-0.wav,144028,4.918658,8.918658,1,8,3,dog_bark
1714,144028-3-1-1.wav,144028,5.418658,9.418658,1,8,3,dog_bark
1769,14468-3-0-2.wav,14468,1.837557,5.837557,1,10,3,dog_bark
1770,14468-3-0-3.wav,14468,2.337557,6.337557,1,10,3,dog_bark
1771,14468-3-1-0.wav,14468,24.027429,26.173669,1,10,3,dog_bark
1772,14468-3-5-0.wav,14468,54.127148,58.127148,1,10,3,dog_bark
1781,144885-3-0-0.wav,144885,0.0,0.26122399999999996,1,3,3,dog_bark
1841,146343-3-0-0.wav,146343,0.0,4.0,1,8,3,dog_bark
1955,147672-3-0-0.wav,147672,0.644886,0.997283,1,2,3,dog_bark
1956,147672-3-1-0.wav,147672,1.726745,2.188385,1,2,3,dog_bark
1957,147672-3-2-0.wav,147672,3.781219,4.161808000000001,1,2,3,dog_bark
2095,150341-3-0-0.wav,150341,12.834011,13.322652,1,1,3,dog_bark
2096,150341-3-1-0.wav,150341,15.377819,15.823344,1,1,3,dog_bark
2146,152588-3-0-0.wav,152588,0.386897,2.805001,1,9,3,dog_bark
2147,152588-3-1-0.wav,152588,5.4649160000000006,9.464916,1,9,3,dog_bark
2148,152588-3-2-0.wav,152588,15.645137,17.893974,1,9,3,dog_bark
2149,152588-3-3-0.wav,152588,19.65919,22.464192,1,9,3,dog_bark
2298,155294-3-0-0.wav,155294,0.0,2.680454,2,8,3,dog_bark
2299,155299-3-0-1.wav,155299,0.5,4.5,2,7,3,dog_bark
2300,155299-3-1-0.wav,155299,8.526258,12.526258,2,7,3,dog_bark
2301,155299-3-1-1.wav,155299,9.026258,13.026258,2,7,3,dog_bark
2302,155299-3-1-2.wav,155299,9.526258,13.526257999999999,2,7,3,dog_bark
2303,155309-3-0-0.wav,155309,0.0,1.219048,1,3,3,dog_bark
2304,155310-3-0-0.wav,155310,0.0,2.774785,1,1,3,dog_bark
2305,155311-3-0-0.wav,155311,0.0,3.6919730000000004,1,10,3,dog_bark
2306,155312-3-0-0.wav,155312,0.0,4.0,1,9,3,dog_bark
2307,155313-3-0-0.wav,155313,2.249546,3.021266,1,8,3,dog_bark
2308,155314-3-0-1.wav,155314,0.5,4.5,1,7,3,dog_bark
2309,155314-3-0-2.wav,155314,1.0,5.0,1,7,3,dog_bark
2310,155314-3-0-5.wav,155314,2.5,6.5,1,7,3,dog_bark
2311,155315-3-0-0.wav,155315,0.0,4.0,1,7,3,dog_bark
2312,155317-3-0-0.wav,155317,3.0312639999999997,7.031264,1,6,3,dog_bark
2313,155320-3-0-0.wav,155320,0.084222,1.2240280000000001,1,4,3,dog_bark
2334,155488-3-0-6.wav,155488,34.470139,38.470139,2,6,3,dog_bark
2335,155488-3-2-0.wav,155488,99.268224,103.268224,2,6,3,dog_bark
2336,155488-3-3-0.wav,155488,147.423873,151.423873,2,6,3,dog_bark
2337,155488-3-3-1.wav,155488,147.923873,151.923873,2,6,3,dog_bark
2367,156418-3-0-0.wav,156418,0.0,4.0,1,3,3,dog_bark
2368,156418-3-0-1.wav,156418,0.5,4.5,1,3,3,dog_bark
2369,156418-3-1-0.wav,156418,8.43488,12.43488,1,3,3,dog_bark
2370,156418-3-2-0.wav,156418,15.852217999999999,16.856370000000002,1,3,3,dog_bark
2435,157322-3-0-3.wav,157322,1.5,5.5,1,6,3,dog_bark
2436,157322-3-0-4.wav,157322,2.0,6.0,1,6,3,dog_bark
2437,157322-3-0-5.wav,157322,2.5,6.5,1,6,3,dog_bark
2438,157322-3-0-6.wav,157322,3.0,7.0,1,6,3,dog_bark
2440,157649-3-0-0.wav,157649,0.31233099999999997,4.3123309999999995,2,8,3,dog_bark
2441,157649-3-0-1.wav,157649,0.812331,4.8123309999999995,2,8,3,dog_bark
2442,157649-3-1-1.wav,157649,14.711079999999999,18.711080000000006,2,8,3,dog_bark
2443,157649-3-2-0.wav,157649,23.8413,27.8413,2,8,3,dog_bark
2444,157695-3-0-19.wav,157695,9.5,13.5,1,4,3,dog_bark
2445,157695-3-0-2.wav,157695,1.0,5.0,1,4,3,dog_bark
2446,157695-3-0-27.wav,157695,13.5,17.5,1,4,3,dog_bark
2447,157695-3-0-8.wav,157695,4.0,8.0,1,4,3,dog_bark
2542,157950-3-0-0.wav,157950,0.0,1.410045,1,7,3,dog_bark
2558,158607-3-0-0.wav,158607,0.11524200000000001,1.1314629999999999,2,2,3,dog_bark
2559,158607-3-1-0.wav,158607,5.835416,8.213583999999999,1,2,3,dog_bark
2560,158607-3-2-0.wav,158607,11.16796,13.21088,1,2,3,dog_bark
2575,159176-3-0-0.wav,159176,0.0,1.184218,1,4,3,dog_bark
2611,159726-3-0-0.wav,159726,1.237472,2.324186,2,9,3,dog_bark
2612,159726-3-1-0.wav,159726,2.6068580000000003,4.466207,2,9,3,dog_bark
2827,160092-3-0-0.wav,160092,0.013784000000000001,0.142207,1,2,3,dog_bark
2828,160093-3-0-0.wav,160093,0.015691,0.135517,1,3,3,dog_bark
2829,160094-3-0-0.wav,160094,0.12069500000000001,0.31345300000000004,1,1,3,dog_bark
2830,160366-3-0-13.wav,160366,6.5,10.5,1,2,3,dog_bark
2831,160366-3-0-4.wav,160366,2.0,6.0,1,2,3,dog_bark
2832,160366-3-0-7.wav,160366,3.5,7.5,1,2,3,dog_bark
2833,160366-3-0-8.wav,160366,4.0,8.0,1,2,3,dog_bark
2834,160575-3-0-0.wav,160575,1.351494,2.38668,2,6,3,dog_bark
2835,160575-3-1-0.wav,160575,3.450622,4.514564,2,6,3,dog_bark
2836,160575-3-4-0.wav,160575,11.185766000000001,12.537258999999999,2,6,3,dog_bark
2837,160575-3-7-0.wav,160575,17.540661,18.863398999999998,2,6,3,dog_bark
2874,161922-3-1-4.wav,161922,45.118484,49.118484,2,6,3,dog_bark
2875,161922-3-1-5.wav,161922,45.618484,49.618484,2,6,3,dog_bark
2876,161922-3-1-6.wav,161922,46.118484,50.118484,2,6,3,dog_bark
2877,161922-3-2-0.wav,161922,66.58268000000001,69.96926500000001,2,6,3,dog_bark
2878,161923-3-0-0.wav,161923,0.0,4.0,1,6,3,dog_bark
2879,161923-3-0-12.wav,161923,6.0,10.0,1,6,3,dog_bark
2880,161923-3-0-19.wav,161923,9.5,13.5,1,6,3,dog_bark
2881,161923-3-0-5.wav,161923,2.5,6.5,1,6,3,dog_bark
2961,162148-3-0-0.wav,162148,0.0,0.45278100000000004,1,10,3,dog_bark
3016,163459-3-0-0.wav,163459,0.294231,1.0742479999999999,1,10,3,dog_bark
3033,164311-3-0-0.wav,164311,1.001261,5.001261,1,6,3,dog_bark
3034,164311-3-1-0.wav,164311,7.174174000000001,10.683181,1,6,3,dog_bark
3035,164312-3-0-0.wav,164312,0.0,3.4505790000000003,1,1,3,dog_bark
3036,164312-3-1-0.wav,164312,6.1822870000000005,8.171161999999999,1,1,3,dog_bark
3037,164312-3-3-0.wav,164312,22.380838,24.058201999999998,1,1,3,dog_bark
3038,164312-3-4-0.wav,164312,25.711605,27.412932,1,1,3,dog_bark
3143,165567-3-0-0.wav,165567,0.147106,4.147106,2,9,3,dog_bark
3144,165567-3-2-0.wav,165567,12.111718,14.759623999999999,2,9,3,dog_bark
3145,165567-3-3-0.wav,165567,18.388235,20.251576,2,9,3,dog_bark
3146,165567-3-4-0.wav,165567,29.347624,31.26,2,9,3,dog_bark
3190,166268-3-0-0.wav,166268,0.0,0.23920500000000003,1,1,3,dog_bark
3191,166268-3-1-0.wav,166268,0.940874,2.382484,1,1,3,dog_bark
3192,166268-3-2-0.wav,166268,3.495586,3.706087,1,1,3,dog_bark
3193,166421-3-0-29.wav,166421,14.5,18.5,1,2,3,dog_bark
3194,166421-3-0-31.wav,166421,15.5,19.5,1,2,3,dog_bark
3195,166421-3-0-5.wav,166421,2.5,6.5,1,2,3,dog_bark
3196,166489-3-0-1.wav,166489,0.5,4.5,1,6,3,dog_bark
3197,166489-3-0-2.wav,166489,1.0,5.0,1,6,3,dog_bark
3198,166489-3-0-4.wav,166489,2.0,6.0,1,6,3,dog_bark
3420,170015-3-0-0.wav,170015,1.193864,1.7907950000000001,1,3,3,dog_bark
3507,171464-3-0-0.wav,171464,0.7191770000000001,2.434138,1,8,3,dog_bark
3508,171464-3-1-0.wav,171464,3.961007,7.961007,1,8,3,dog_bark
3509,171464-3-2-0.wav,171464,11.705992,13.111154,1,8,3,dog_bark
3562,173993-3-0-25.wav,173993,12.5,16.5,1,5,3,dog_bark
3563,173993-3-0-39.wav,173993,19.5,23.5,1,5,3,dog_bark
3564,173993-3-0-51.wav,173993,25.5,29.5,1,5,3,dog_bark
3565,173993-3-0-52.wav,173993,26.0,30.0,1,5,3,dog_bark
3566,173994-3-0-14.wav,173994,7.0,11.0,1,4,3,dog_bark
3567,173994-3-0-3.wav,173994,1.5,5.5,1,4,3,dog_bark
3568,173994-3-0-44.wav,173994,22.0,26.0,1,4,3,dog_bark
3569,173994-3-0-45.wav,173994,22.5,26.5,1,4,3,dog_bark
3570,173995-3-0-0.wav,173995,0.0,4.0,1,2,3,dog_bark
3571,173995-3-0-11.wav,173995,5.5,9.5,1,2,3,dog_bark
3572,173995-3-0-27.wav,173995,13.5,17.5,1,2,3,dog_bark
3573,173995-3-0-3.wav,173995,1.5,5.5,1,2,3,dog_bark
3574,174026-3-1-0.wav,174026,9.219766,13.219766,2,4,3,dog_bark
3575,174026-3-1-1.wav,174026,9.719766,13.719766,2,4,3,dog_bark
3576,174026-3-1-5.wav,174026,11.719766,15.719766,2,4,3,dog_bark
3577,174026-3-2-2.wav,174026,34.71608,38.71608,2,4,3,dog_bark
3640,17486-3-0-0.wav,17486,0.288611,0.9427969999999999,1,10,3,dog_bark
3641,17486-3-1-0.wav,17486,1.7990110000000001,3.092953,1,10,3,dog_bark
3642,17486-3-2-0.wav,17486,4.7572790000000005,5.700076,1,10,3,dog_bark
3643,174873-3-5-1.wav,174873,241.80163199999998,245.80163199999998,1,8,3,dog_bark
3644,174873-3-5-10.wav,174873,246.30163199999998,250.30163199999998,1,8,3,dog_bark
3645,174873-3-5-12.wav,174873,247.30163199999998,251.30163199999998,1,8,3,dog_bark
3646,174873-3-5-13.wav,174873,247.80163199999998,251.80163199999998,1,8,3,dog_bark
3655,174994-3-0-0.wav,174994,27.743475,31.743475,1,2,3,dog_bark
3656,174994-3-0-1.wav,174994,28.243475,32.243475000000004,1,2,3,dog_bark
3657,174994-3-0-2.wav,174994,28.743475,32.743475000000004,1,2,3,dog_bark
3658,174994-3-0-4.wav,174994,29.743475,33.743475000000004,1,2,3,dog_bark
3724,175915-3-0-0.wav,175915,3.2596060000000002,7.259606,2,9,3,dog_bark
3725,175915-3-0-1.wav,175915,3.759606,7.759606,2,9,3,dog_bark
3726,175915-3-0-3.wav,175915,4.759606,8.759606,2,9,3,dog_bark
3727,175915-3-1-8.wav,175915,123.071504,127.071504,2,9,3,dog_bark
3728,175917-3-0-3.wav,175917,1.5,5.5,2,6,3,dog_bark
3729,175917-3-1-1.wav,175917,86.429353,90.429353,2,6,3,dog_bark
3730,175917-3-2-2.wav,175917,114.57618799999999,118.57618799999999,2,6,3,dog_bark
3731,175917-3-4-1.wav,175917,199.258329,203.258329,2,6,3,dog_bark
3738,17615-3-0-0.wav,17615,35.115512,39.115512,2,3,3,dog_bark
3739,17615-3-0-3.wav,17615,36.615512,40.615512,2,3,3,dog_bark
3740,17615-3-0-4.wav,17615,37.115512,41.115512,2,3,3,dog_bark
3741,17615-3-0-6.wav,17615,38.115512,42.115512,2,3,3,dog_bark
3742,176257-3-0-0.wav,176257,45.814378999999995,49.814378999999995,1,1,3,dog_bark
3743,176258-3-1-12.wav,176258,75.89762900000001,79.89762900000001,1,1,3,dog_bark
3744,176258-3-1-13.wav,176258,76.39762900000001,80.39762900000001,1,1,3,dog_bark
3745,176258-3-1-18.wav,176258,78.89762900000001,82.89762900000001,1,1,3,dog_bark
3746,176258-3-1-2.wav,176258,70.89762900000001,74.89762900000001,1,1,3,dog_bark
3762,176783-3-0-11.wav,176783,5.5,9.5,1,3,3,dog_bark
3763,176783-3-0-3.wav,176783,1.5,5.5,1,3,3,dog_bark
3764,176783-3-0-5.wav,176783,2.5,6.5,1,3,3,dog_bark
3765,176783-3-1-0.wav,176783,53.119866,57.119866,1,3,3,dog_bark
3853,177620-3-0-20.wav,177620,11.664997,15.664997,2,9,3,dog_bark
3854,177620-3-0-21.wav,177620,12.164997,16.164997,2,9,3,dog_bark
3855,177620-3-0-25.wav,177620,14.164997,18.164997,2,9,3,dog_bark
3856,177620-3-0-8.wav,177620,5.6649970000000005,9.664997,2,9,3,dog_bark
3983,17810-3-0-0.wav,17810,0.30895100000000003,0.689991,1,8,3,dog_bark
3984,17810-3-1-0.wav,17810,2.152361,2.770263,1,8,3,dog_bark
3986,178118-3-0-0.wav,178118,0.0,0.723588,2,9,3,dog_bark
3987,178118-3-1-0.wav,178118,3.3739410000000003,4.131184999999999,2,9,3,dog_bark
3988,178118-3-2-0.wav,178118,7.420988,8.523199,2,9,3,dog_bark
4033,178497-3-0-1.wav,178497,0.5,4.5,1,5,3,dog_bark
4034,178497-3-0-3.wav,178497,1.5,5.5,1,5,3,dog_bark
4035,178497-3-0-4.wav,178497,2.0,6.0,1,5,3,dog_bark
4036,178497-3-0-6.wav,178497,3.0,7.0,1,5,3,dog_bark
4128,179096-3-0-1.wav,179096,0.5,4.5,1,2,3,dog_bark
4129,179096-3-0-10.wav,179096,5.0,9.0,1,2,3,dog_bark
4130,179096-3-0-5.wav,179096,2.5,6.5,1,2,3,dog_bark
4131,179096-3-0-9.wav,179096,4.5,8.5,1,2,3,dog_bark
4138,179386-3-0-0.wav,179386,0.0,4.0,1,3,3,dog_bark
4139,179386-3-0-1.wav,179386,0.5,4.5,1,3,3,dog_bark
4140,179386-3-0-2.wav,179386,1.0,5.0,1,3,3,dog_bark
4141,179386-3-0-3.wav,179386,1.5,5.5,1,3,3,dog_bark
4179,180052-3-0-0.wav,180052,0.0,4.0,1,5,3,dog_bark
4180,180052-3-0-1.wav,180052,0.5,4.5,1,5,3,dog_bark
4181,180052-3-0-3.wav,180052,1.5,5.5,1,5,3,dog_bark
4182,180052-3-0-4.wav,180052,2.0,6.0,1,5,3,dog_bark
4291,180256-3-0-0.wav,180256,0.0,4.0,1,1,3,dog_bark
4292,180256-3-0-1.wav,180256,0.5,4.5,1,1,3,dog_bark
4293,180256-3-0-2.wav,180256,1.0,5.0,1,1,3,dog_bark
4294,180256-3-0-3.wav,180256,1.5,5.5,1,1,3,dog_bark
4295,180257-3-0-1.wav,180257,0.5,4.5,1,7,3,dog_bark
4296,180257-3-0-3.wav,180257,1.5,5.5,1,7,3,dog_bark
4297,180257-3-0-4.wav,180257,2.0,6.0,1,7,3,dog_bark
4298,180257-3-0-5.wav,180257,2.5,6.5,1,7,3,dog_bark
4395,180977-3-1-0.wav,180977,10.726049,14.726049,1,4,3,dog_bark
4396,180977-3-1-1.wav,180977,11.226049,15.226049,1,4,3,dog_bark
4397,180977-3-1-5.wav,180977,13.226049,17.226049,1,4,3,dog_bark
4415,181725-3-0-16.wav,181725,8.0,12.0,1,5,3,dog_bark
4416,181725-3-0-22.wav,181725,11.0,15.0,1,5,3,dog_bark
4417,181725-3-0-37.wav,181725,18.5,22.5,1,5,3,dog_bark
4446,183989-3-1-18.wav,183989,80.17647099999999,84.17647099999999,2,4,3,dog_bark
4447,183989-3-1-21.wav,183989,81.67647099999999,85.67647099999999,2,4,3,dog_bark
4448,183989-3-1-23.wav,183989,82.67647099999999,86.67647099999999,2,4,3,dog_bark
4449,183989-3-1-25.wav,183989,83.67647099999999,87.67647099999999,2,4,3,dog_bark
4450,183992-3-0-10.wav,183992,5.0,9.0,1,7,3,dog_bark
4451,183992-3-0-3.wav,183992,1.5,5.5,1,7,3,dog_bark
4452,183992-3-0-6.wav,183992,3.0,7.0,1,7,3,dog_bark
4453,183992-3-0-9.wav,183992,4.5,8.5,1,7,3,dog_bark
4463,18453-3-0-0.wav,18453,9.13085,9.937155,2,2,3,dog_bark
4464,184575-3-0-0.wav,184575,0.0,4.0,1,9,3,dog_bark
4465,184575-3-0-1.wav,184575,0.5,4.5,1,9,3,dog_bark
4466,184575-3-0-2.wav,184575,1.0,5.0,1,9,3,dog_bark
4467,184575-3-0-3.wav,184575,1.5,5.5,1,9,3,dog_bark
4473,184725-3-0-1.wav,184725,0.5,4.5,1,3,3,dog_bark
4474,184725-3-0-2.wav,184725,1.0,5.0,1,3,3,dog_bark
4475,184725-3-0-4.wav,184725,2.0,6.0,1,3,3,dog_bark
4476,184725-3-0-5.wav,184725,2.5,6.5,1,3,3,dog_bark
4555,18581-3-0-0.wav,18581,40.693758,44.693758,2,2,3,dog_bark
4556,18581-3-0-5.wav,18581,43.193758,47.193758,2,2,3,dog_bark
